1.000000000,0.000000000, 0.000000000,    59
0.999511480,0.031254537, 0.031259630,    59
0.998046279,0.062478539, 0.062519260,    59
0.995606005,0.093641497, 0.093778893,    59
0.992192864,0.124712951, 0.125038520,    59
0.987810314,0.155662552, 0.156298146,    59
0.982462525,0.186460063, 0.187557772,    59
0.976154864,0.217075378, 0.218817398,    59
0.968893349,0.247478604, 0.250077039,    59
0.960685194,0.277640015, 0.281336665,    59
0.951538324,0.307530135, 0.312596291,    59
0.941461742,0.337119788, 0.343855917,    59
0.930465281,0.366380036, 0.375115544,    59
0.918559670,0.395282298, 0.406375170,    59
0.905756593,0.423798352, 0.437634796,    59
0.892068446,0.451900303, 0.468894422,    59
0.877508700,0.479560733, 0.500154078,    59
0.862091541,0.506752610, 0.531413734,    59
0.845831990,0.533449352, 0.562673390,    59
0.828746080,0.559624851, 0.593933046,    58
0.810850382,0.585253537, 0.625192702,    58
0.792162359,0.610310376, 0.656452358,    58
0.772700369,0.634770930, 0.687712014,    58
0.752483368,0.658611238, 0.718971670,    58
0.731531143,0.681807995, 0.750231326,    58
0.709864199,0.704338610, 0.781490982,    58
0.687503576,0.726180971, 0.812750638,    58
0.664471209,0.747313857, 0.844010293,    58
0.640789628,0.767716527, 0.875269949,    58
0.616481960,0.787369072, 0.906529605,    58
0.591571867,0.806252241, 0.937789261,    58
0.566083789,0.824347675, 0.969048917,    58
0.540042698,0.841637611, 1.000308514,    58
0.513473809,0.858105242, 1.031568170,    58
0.486403257,0.873734415, 1.062827826,    58
0.458857447,0.888509929, 1.094087481,    58
0.430863291,0.902417243, 1.125347137,    58
0.402448118,0.915442765, 1.156606793,    58
0.373639762,0.927573919, 1.187866449,    58
0.344466299,0.938798666, 1.219126105,    58
0.314956248,0.949106216, 1.250385761,    58
0.285138488,0.958486319, 1.281645417,    58
0.255042106,0.966929972, 1.312905073,    58
0.224696532,0.974428773, 1.344164729,    58
0.194131419,0.980975509, 1.375424385,    58
0.163376614,0.986563802, 1.406684041,    58
0.132462174,0.991188049, 1.437943697,    58
0.101418301,0.994843900, 1.469203353,    58
0.070275344,0.997527659, 1.500463009,    58
0.039063722,0.999236703, 1.531722665,    58
0.007813927,0.999969482, 1.562982321,    58
-.023443501,0.999725163, 1.594241977,    58
-.054678023,0.998504043, 1.625501633,    58
-.085859120,0.996307313, 1.656761289,    58
-.116956323,0.993137062, 1.688020945,    58
-.147939250,0.988996446, 1.719280601,    58
-.178777635,0.983889520, 1.750540257,    58
-.209441334,0.977821231, 1.781799912,    58
-.239900395,0.970797539, 1.813059568,    58
-.270125031,0.962825239, 1.844319224,    58
-.300085753,0.953912199, 1.875578880,    58
-.329753280,0.944067180, 1.906838536,    58
-.359098583,0.933299661, 1.938098192,    58
-.388093024,0.921620190, 1.969357848,    58
-.416708261,0.909040272, 2.000617504,    58
-.444916219,0.895572186, 2.031877041,    58
-.472689480,0.881229043, 2.063136578,    58
-.500000894,0.866024911, 2.094396114,    58
-.526823759,0.849974573, 2.125655651,    58
-.553131819,0.833093703, 2.156915188,    58
-.578899503,0.815398872, 2.188174725,    58
-.604101539,0.796907365, 2.219434261,    58
-.628713310,0.777637184, 2.250693798,    58
-.652710795,0.757607162, 2.281953335,    58
-.676070511,0.736836970, 2.313212872,    58
-.698769629,0.715346754, 2.344472408,    58
-.720786035,0.693157613, 2.375731945,    58
-.742098153,0.670291245, 2.406991482,    58
-.762685180,0.646769941, 2.438251019,    58
-.782527030,0.622616649, 2.469510555,    58
-.801604271,0.597855031, 2.500770092,    58
-.819898248,0.572509229, 2.532029629,    58
-.837391198,0.546604097, 2.563289165,    58
-.854065895,0.520164847, 2.594548702,    58
-.869906127,0.493217379, 2.625808239,    58
-.884896338,0.465787977, 2.657067776,    58
-.899021983,0.437903464, 2.688327312,    58
-.912269235,0.409591109, 2.719586849,    58
-.924625099,0.380878538, 2.750846386,    58
-.936077535,0.351793826, 2.782105923,    58
-.946615338,0.322365373, 2.813365459,    58
-.956228197,0.292621940, 2.844624996,    58
-.964906812,0.262592614, 2.875884533,    58
-.972642601,0.232306689, 2.907144070,    58
-.979428053,0.201793790, 2.938403606,    58
-.985256493,0.171083733, 2.969663143,    58
-.990122259,0.140206501, 3.000922680,    58
-.994020641,0.109192282, 3.032182217,    58
-.996947765,0.078071371, 3.063441753,    58
-.998900831,0.046874180, 3.094701290,    58
-.999877810,0.015631190, 3.125960827,    58
-.999877870,-.015627073, 3.157220364,     1
-.999877870,-.015627073, 3.157220364,    21
-.998901010,-.046870068, 3.188479900,    21
-.996948123,-.078067265, 3.219739437,     1
-.996948123,-.078067265, 3.219739437,    21
-.994021118,-.109188192, 3.250998974,     1
-.994021118,-.109188192, 3.250998974,    21
-.990122855,-.140202433, 3.282258511,     1
