  0,  0 ,0000111122223333
  0, 16 ,0001011122223333
  0, 16 ,0001101122223333
  0, 24 ,0001111022223333
 12, 12 ,0001111220223333
 12, 12 ,0001111222203333
 12, 20 ,0001111222230333
 12, 20 ,0001111222233033
 12, 24 ,0001111222233330
  0, 32 ,0011110022223333
 12, 24 ,0011110222023333
 12, 24 ,0011110222203333
 12, 32 ,0011110222233033
 12, 36 ,0011110222233330
 16, 16 ,0011112222003333
 16, 28 ,0011112222030333
 16, 28 ,0011112222033033
 16, 32 ,0011112222033330
 16, 32 ,0011112222333300
  0, 16 ,0101010122223333
 12, 16 ,0101011202223333
 12, 16 ,0101011222023333
 12, 24 ,0101011222233303
 16, 24 ,0101112222330303
 16, 28 ,0111120222030333
 12,  0 ,0000111212223333
 12, 16 ,0001011212223333
 12, 16 ,0001101212223333
 12, 20 ,0001112012223333
 12,  8 ,0001112120223333
 12,  8 ,0001112122203333
 12, 16 ,0001112122230333
 12, 16 ,0001112122233033
 12, 16 ,0001112122233303
 12, 20 ,0001112122233330
 12, 24 ,0011120012223333
 12, 20 ,0011120122023333
 12, 20 ,0011120122203333
 12, 28 ,0011120122230333
 12, 28 ,0011120122233033
 12, 32 ,0011120122233330
 12, 20 ,0011121022023333
 12, 20 ,0011121022203333
 12, 28 ,0011121022230333
 12, 28 ,0011121022233033
 12, 28 ,0011121022233303
 16, 12 ,0011121222003333
 16, 24 ,0011121222030333
 16, 24 ,0011121222033033
 16, 28 ,0011121222033330
 16, 24 ,0011121222300333
 16, 24 ,0011121222303033
 16, 28 ,0011121222303303
 16, 20 ,0011121222330033
 16, 24 ,0011121222330330
 16, 24 ,0011121222333003
 16, 28 ,0011121222333300
 12, 12 ,0101010212223333
 12, 12 ,0101012102223333
 12, 12 ,0101012122023333
 12, 20 ,0101012122233303
 16, 28 ,0101121222330303
 16, 24 ,0111210222030333
 12,  0 ,0000111221223333
 12, 16 ,0001011221223333
 12, 16 ,0001101221223333
 12, 20 ,0001112021223333
 20,  8 ,0001112212203333
 20, 16 ,0001112212230333
 20, 16 ,0001112212233033
 20, 16 ,0001112212233303
 20, 20 ,0001112212233330
 12, 24 ,0011120021223333
 20, 16 ,0011120212023333
 20, 16 ,0011120212203333
 20, 24 ,0011120212230333
 20, 24 ,0011120212233033
 20, 28 ,0011120212233330
 20, 16 ,0011122012203333
 20, 24 ,0011122012230333
 20, 24 ,0011122012233033
 20, 24 ,0011122012233303
 16, 12 ,0011122122003333
 16, 24 ,0011122122030333
 16, 24 ,0011122122033033
 16, 28 ,0011122122033330
 16, 24 ,0011122122300333
 16, 24 ,0011122122303033
 16, 28 ,0011122122303303
 16, 20 ,0011122122330033
 16, 24 ,0011122122330330
 16, 24 ,0011122122333003
 16, 28 ,0011122122333300
 12, 12 ,0101010221223333
 20,  8 ,0101012201223333
 20,  8 ,0101012212023333
 20, 16 ,0101012212233303
 12, 16 ,0001011222123333
 12, 20 ,0001112022123333
 20,  8 ,0001112221203333
 20, 16 ,0001112221230333
 20, 16 ,0001112221233033
 20, 16 ,0001112221233303
 20, 20 ,0001112221233330
 12, 24 ,0011120022123333
 20, 16 ,0011120221023333
 20, 16 ,0011120221203333
 20, 24 ,0011120221230333
 20, 24 ,0011120221233033
 20, 28 ,0011120221233330
 20, 16 ,0011122021023333
 20, 24 ,0011122021230333
 20, 24 ,0011122021233033
 20, 24 ,0011122021233303
 20, 20 ,0011122212300333
 20, 20 ,0011122212303033
 20, 24 ,0011122212303303
 20, 16 ,0011122212330033
 20, 20 ,0011122212330330
 20, 20 ,0011122212333003
 20, 24 ,0011122212333300
 20,  8 ,0101012202123333
 20,  8 ,0101012221023333
 20, 16 ,0101012221233303
 20, 20 ,0101122212330303
 12,  0 ,0000111222213333
 12, 16 ,0001011222213333
 12, 16 ,0001101222213333
 12, 20 ,0001112022213333
 20,  8 ,0001112220213333
 20,  8 ,0001112222103333
 20, 16 ,0001112222130333
 20, 16 ,0001112222133033
 20, 16 ,0001112222133303
 20, 20 ,0001112222133330
 12, 24 ,0011120022213333
 20, 16 ,0011120222013333
 20, 16 ,0011120222103333
 20, 24 ,0011120222130333
 20, 24 ,0011120222133033
 20, 28 ,0011120222133330
 20, 16 ,0011122022013333
 20, 16 ,0011122022103333
 20, 24 ,0011122022130333
 20, 24 ,0011122022133033
 20, 24 ,0011122022133303
 20, 20 ,0011122221030333
 20, 20 ,0011122221033033
 20, 24 ,0011122221033330
 20, 16 ,0011122221330033
 20, 20 ,0011122221330330
 20, 20 ,0011122221333003
 20, 24 ,0011122221333300
 12, 12 ,0101010222213333
 20,  8 ,0101012202213333
 20,  8 ,0101012222013333
 20, 16 ,0101012222133303
 12,  8 ,0000111222231333
 12, 24 ,0001101222231333
 12, 28 ,0001112022231333
 20, 16 ,0001112220231333
 20, 16 ,0001112222301333
 20, 16 ,0001112222310333
 20, 16 ,0001112222313033
 20, 20 ,0001112222313303
 20, 16 ,0001112222313330
 12, 32 ,0011120022231333
 20, 24 ,0011120222031333
 20, 24 ,0011120222301333
 20, 24 ,0011120222310333
 20, 24 ,0011120222313033
 20, 24 ,0011120222313330
 20, 24 ,0011122022031333
 20, 24 ,0011122022301333
 20, 24 ,0011122022310333
 20, 24 ,0011122022313033
 20, 28 ,0011122022313303
 20, 16 ,0011122223001333
 20, 20 ,0011122223010333
 20, 24 ,0011122223013033
 20, 20 ,0011122223013330
 20, 20 ,0011122223100333
