    21,    21,    21,    21,    21,    21,    21,     1,    21,    21,    21,    21,     1,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,     1,    21,    21,    21,    21,    21,    21,    21,    21,    21,     1,    21,    21,    21,     1,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,     1,    21,    21,    21,    21,     1,    21,    21,    21,    21,    21,    21,    21,    21,     1,    21,    21,    21,    21,    21,    21,     1,    21,    21,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,
    21,    21,     1,    21,    21,    21,    21,     1,     1,     1,     1,    21,    21,    21,    21,     1,    21,    21,    21,    21,    21,    21,    21,    21,    21,     1,    21,    21,    21,     1,    21,    21,    21,    21,     1,    21,    21,    21,     1,    21,    21,    21,    21,    21,    21,    21,    21,    21,     1,    21,    21,    21,    21,    21,     1,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,     1,    21,    21,    21,    21,     1,    21,    21,    21,    21,     1,    21,    21,    21,    21,     1,    21,    21,    21,    21,    21,    21,    21,    21,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,
    21,    21,    21,    21,    21,    21,    21,     1,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,     1,    21,    21,    21,    21,    21,    21,    21,    21,     1,    21,    21,    21,    21,    21,    21,    21,    21,    21,     1,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,     1,    21,    21,    21,     1,    21,    21,    21,     1,    21,    21,    21,    21,    21,    21,    21,    21,     1,     1,    21,    21,     1,    21,    21,     1,    21,    21,    21,    21,    21,    21,    21,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,
    21,    21,     1,    21,    21,    21,    21,     1,    21,     1,    21,    21,    21,     1,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,     1,     1,    21,    21,    21,    21,    21,    21,    21,    21,     1,    21,    21,     1,    21,    21,    21,     1,    21,    21,    21,    21,    21,     1,     1,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,     1,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,     1,     1,     1,    21,    21,     1,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,
    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,     1,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,     1,    21,    21,    21,    21,     1,    21,     1,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,     1,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,     1,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,     1,    21,    21,     1,    21,     1,    21,    21,    21,    21,    21,    21,    21,    21,    21,     1,    21,     1,    21,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,
    21,    21,    21,    21,     1,    21,    21,    21,     1,     1,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,     1,    21,    21,    21,    21,     1,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,     1,    21,    21,    21,    21,    21,    21,    21,     1,    21,    21,    21,     1,    21,    21,    21,    21,     1,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,     1,    21,    21,    21,    21,     1,    21,    21,    21,    21,    21,    21,    21,     1,    21,     1,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,
     1,    21,    21,     1,     1,     1,    21,    21,    21,    21,    21,     1,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,     1,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,     1,    21,    21,    21,     1,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,     1,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,     1,     1,    21,    21,    21,    21,    21,    21,    21,    21,     1,     1,    21,    21,    21,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,
    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,     1,    21,    21,     1,    21,    21,    21,    21,    21,    21,     1,    21,     1,    21,     1,    21,     1,    21,    21,     1,    21,    21,    21,     1,    21,    21,    21,     1,     1,    21,    21,    21,    21,     1,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,     1,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,     1,    21,    21,    21,    21,     1,    21,    21,    21,     1,     1,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,     1,    21,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,
    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,     1,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,
    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,     1,     1,    21,    21,    21,    21,    21,    21,    21,    21,    21,     1,     1,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,     1,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,    21,     1,    21,    21,     1,    21,    21,     1,    21,    21,    21,     1,    21,    21,    21,    21,     1,    21,    21,    21,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,    58,
